Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
1993-01-29 00:00:00-05:00,24.397795312265583,24.397795312265583,24.276413246035403,24.380455017089844,1003200,0.0,0.0,0.0
1993-02-01 00:00:00-05:00,24.397770509881486,24.553833007812496,24.397770509881486,24.5538330078125,480500,0.0,0.0,0.0
1993-02-02 00:00:00-05:00,24.53649672762956,24.623198129493975,24.48447588651091,24.605857849121094,201300,0.0,0.0,0.0
1993-02-03 00:00:00-05:00,24.64053932892229,24.883303263197387,24.623199047902638,24.865962982177734,529400,0.0,0.0,0.0
1993-02-04 00:00:00-05:00,24.95267047219806,25.02203161319097,24.675225908226437,24.97001075744629,531500,0.0,0.0,0.0
1993-02-05 00:00:00-05:00,24.952657699584957,25.004678528701536,24.81393548860742,24.95265769958496,492100,0.0,0.0,0.0
1993-02-08 00:00:00-05:00,24.952657699584957,25.03935908144592,24.917977146840574,24.95265769958496,596100,0.0,0.0,0.0
1993-02-09 00:00:00-05:00,24.865975435335706,24.865975435335706,24.727253117704826,24.779273986816406,122100,0.0,0.0,0.0
1993-02-10 00:00:00-05:00,24.77926901251515,24.831289871183834,24.709907867623578,24.813949584960938,379600,0.0,0.0,0.0
1993-02-11 00:00:00-05:00,24.848637517204867,25.03938072215201,24.848637517204867,24.935338973999023,19500,0.0,0.0,0.0
1993-02-12 00:00:00-05:00,24.900637994885194,24.900637994885194,24.74457550048828,24.74457550048828,42500,0.0,0.0,0.0
1993-02-16 00:00:00-05:00,24.675219801156146,24.675219801156146,24.085650248633794,24.120330810546875,374800,0.0,0.0,0.0
1993-02-17 00:00:00-05:00,24.12034665526246,24.155027239957302,24.016304901177932,24.10300636291504,210900,0.0,0.0,0.0
1993-02-18 00:00:00-05:00,24.380445841493323,24.380445841493323,23.756195450103736,24.085660934448242,378100,0.0,0.0,0.0
1993-02-19 00:00:00-05:00,24.08566563577529,24.172367095947266,24.050985051706498,24.172367095947266,34900,0.0,0.0,0.0
1993-02-22 00:00:00-05:00,24.2417215261398,24.293742387783876,24.17236037728103,24.259061813354492,513600,0.0,0.0,0.0
1993-02-23 00:00:00-05:00,24.3284139742326,24.345754255041033,24.120330604531393,24.24171257019043,373700,0.0,0.0,0.0
1993-02-24 00:00:00-05:00,24.259048289498367,24.553833007812496,24.259048289498367,24.5538330078125,26300,0.0,0.0,0.0
1993-02-25 00:00:00-05:00,24.53649672762956,24.623198129493975,24.48447588651091,24.605857849121094,44500,0.0,0.0,0.0
1993-02-26 00:00:00-05:00,24.657890902364194,24.657890902364194,24.519168590677197,24.64055061340332,66200,0.0,0.0,0.0
1993-03-01 00:00:00-05:00,24.72725632263054,24.72725632263054,24.53651311116565,24.57119369506836,66500,0.0,0.0,0.0
1993-03-02 00:00:00-05:00,24.588533146822403,24.935338973999023,24.55385256410474,24.935338973999023,182400,0.0,0.0,0.0
1993-03-03 00:00:00-05:00,24.970010350615695,25.05671177544422,24.935329780684285,25.039371490478516,280100,0.0,0.0,0.0
1993-03-04 00:00:00-05:00,25.074054800368287,25.074054800368287,24.9006519317627,24.900651931762695,89500,0.0,0.0,0.0
1993-03-05 00:00:00-05:00,24.935329090949544,25.039370797865885,24.813947099547146,24.831287384033203,40000,0.0,0.0,0.0
1993-03-08 00:00:00-05:00,24.88331814932693,25.386186599731445,24.88331814932693,25.386186599731445,50800,0.0,0.0,0.0
1993-03-09 00:00:00-05:00,25.33416292453319,25.351503214009256,25.247461477152854,25.299482345581055,169300,0.0,0.0,0.0
1993-03-10 00:00:00-05:00,25.29948250343959,25.35150337219238,25.195440765934013,25.351503372192383,194400,0.0,0.0,0.0
1993-03-11 00:00:00-05:00,25.368834519091948,25.43819565243191,25.24745253574701,25.282133102416992,70900,0.0,0.0,0.0
1993-03-12 00:00:00-05:00,25.07405837409957,25.09139866343159,24.86597490211534,25.022037506103516,643600,0.0,0.0,0.0
1993-03-15 00:00:00-05:00,25.004683674779432,25.14340591430664,25.004683674779432,25.14340591430664,310800,0.0,0.0,0.0
1993-03-16 00:00:00-05:00,25.14340591430664,25.212767034070247,25.14340591430664,25.14340591430664,30800,0.0,0.0,0.0
1993-03-17 00:00:00-05:00,25.108732457792982,25.108732457792982,24.952669894174104,24.987350463867188,21800,0.0,0.0,0.0
1993-03-18 00:00:00-05:00,25.091385074483938,25.247447593952046,25.091385074483938,25.14340591430664,59300,0.0,0.0,0.0
1993-03-19 00:00:00-05:00,25.244743217452378,25.244743217452378,25.105365753173828,25.105365753173828,66900,0.213,0.0,0.0
1993-03-22 00:00:00-05:00,24.861436067888643,25.01823559459572,24.844013898254524,24.96596908569336,183400,0.0,0.0,0.0
1993-03-23 00:00:00-05:00,25.03567741707507,25.05309960038549,24.983410867143807,25.01825523376465,55200,0.0,0.0,0.0
1993-03-24 00:00:00-05:00,24.983410867143807,25.122788333627174,24.86145558397086,25.01825523376465,37200,0.0,0.0,0.0
1993-03-25 00:00:00-05:00,25.035690363055693,25.22733447856969,25.000845978416784,25.175067901611328,110100,0.0,0.0,0.0
1993-03-26 00:00:00-05:00,25.157643736943488,25.17506592789705,25.018266209314994,25.035688400268555,101500,0.0,0.0,0.0
1993-03-29 00:00:00-05:00,25.053100186755735,25.262166391374002,25.053100186755735,25.14021110534668,87100,0.0,0.0,0.0
1993-03-30 00:00:00-05:00,25.175063153670916,25.20990753173828,25.14021877560355,25.20990753173828,56000,0.0,0.0,0.0
1993-03-31 00:00:00-05:00,25.279591014276402,25.349279755873305,25.192480087280273,25.192480087280273,111600,0.0,0.0,0.0
1993-04-01 00:00:00-05:00,25.22732103441756,25.22732103441756,25.053099204069373,25.105365753173828,129500,0.0,0.0,0.0
1993-04-02 00:00:00-05:00,24.89630196163791,24.89630196163791,24.58270263671875,24.58270263671875,59400,0.0,0.0,0.0
1993-04-05 00:00:00-04:00,24.774343423345698,24.774343423345698,24.634965963861333,24.704654693603516,172200,0.0,0.0,0.0
